se_id,strain_id,effect_id
3865,1574,8
3866,1576,5
3867,1577,5
3868,1579,11
3869,1580,10
3870,1581,10
3871,1582,11
3872,1583,8
3873,1584,8
3874,1585,5
3875,1586,14
3876,1587,14
3877,1588,8
3878,1589,14
3879,1591,8
3880,1592,4
3881,1593,12
3882,1594,5
3883,1595,14
3884,1596,14
3885,1597,5
3886,1598,5
3887,1599,14
3888,1600,14
3889,1601,1
3890,1602,8
3891,1603,14
3892,1604,2
3893,1605,8
3894,1606,5
3895,1607,2
3896,1608,5
3897,1609,8
3898,1610,14
3899,1611,5
3900,1612,8
3901,1613,1
3902,1614,11
3903,1615,2
3904,1616,8
3905,1617,14
3906,1618,8
3907,1619,5
3908,1620,11
3909,1621,8
3910,1622,5
3911,1623,5
3912,1624,11
3913,1626,10
3914,1627,14
3915,1628,8
3916,1629,10
3917,1630,8
3918,1631,11
3919,1632,11
3920,1633,10
3921,1634,14
3922,1635,8
3923,1636,11
3924,1637,8
3925,1638,11
3926,1639,6
3927,1640,2
3928,1641,11
3929,1642,8
3930,1643,14
3931,1644,14
3932,1645,8
3933,1646,8
3934,1647,11
3935,1648,8
3936,1649,4
3937,1650,8
3938,1651,14
3939,1655,8
3940,1656,7
3941,1657,5
3942,1658,11
3943,1659,8
3944,1660,11
3945,1661,13
3946,1662,8
3947,1663,5
3948,1664,14
3949,1665,8
3950,1666,7
3951,1667,14
3952,1668,10
3953,1669,8
3954,1670,5
3955,1671,8
3956,1672,10
3957,1673,2
3958,1674,8
3959,1675,6
3960,1676,8
3961,1677,10
3962,1678,5
3963,1679,8
3964,1680,10
3965,1681,10
3966,1682,10
3967,1683,14
3968,1684,10
3969,1685,14
3970,1686,8
3971,1687,11
3972,1689,8
3973,1690,5
3974,1691,11
3975,1692,10
3976,1693,8
3977,1694,10
3978,1695,11
3979,1696,10
3980,1697,5
3981,1698,10
3982,1699,11
3983,1701,8
3984,1702,4
3985,1703,10
3986,1704,11
3987,1705,8
3988,1706,10
3989,1707,5
3990,1708,5
3991,1709,10
3992,1710,11
3993,1711,2
3994,1712,8
3995,1713,8
3996,1714,1
3997,1715,11
3998,1716,8
3999,1717,10
4000,1718,14
4001,1719,10
4002,1720,5
4003,1721,14
4004,1722,4
4005,1723,5
4006,1724,13
4007,1725,8
4008,1727,14
4009,1728,8
4010,1729,11
4011,1730,6
4012,1731,5
4013,1732,11
4014,1733,13
4015,1734,4
4016,1735,2
4017,1736,8
4018,1737,12
4019,1738,8
4020,1739,8
4021,1740,13
4022,1741,8
4023,1742,11
4024,1743,8
4025,1744,9
4026,1746,10
4027,1747,12
4028,1748,14
4029,1749,10
4030,1751,12
4031,1752,8
4032,1753,5
4033,1754,11
4034,1755,11
4035,1756,8
4036,1757,5
4037,1759,5
4038,1760,11
4039,1761,10
4040,1762,14
4041,1763,9
4042,1764,14
4043,1765,5
4044,1766,11
4045,1767,5
4046,1768,4
4047,1769,5
4048,1771,14
4049,1772,10
4050,1773,5
4051,1774,11
4052,1775,14
4053,1776,14
4054,1777,8
4055,1778,9
4056,1779,5
4057,1780,12
4058,1783,14
4059,1784,10
4060,1785,2
4061,1786,10
4062,1787,4
4063,1788,8
4064,1789,8
4065,1790,8
4066,1791,8
4067,1792,5
4068,1793,8
4069,1794,14
4070,1795,2
4071,1796,10
4072,1797,8
4073,1798,9
4074,1799,8
4075,1800,5
4076,1801,6
4077,1802,14
4078,1803,14
4079,1804,11
4080,1805,10
4081,1806,8
4082,1807,10
4083,1808,11
4084,1810,6
4085,1811,14
4086,1812,10
4087,1813,5
4088,1814,10
4089,1815,5
4090,1816,8
4091,1817,10
4092,1818,8
4093,1819,8
4094,1820,8
4095,1821,8
4096,1822,8
4097,1823,8
4098,1824,6
4099,1825,10
4100,1826,5
4101,1827,5
4102,1828,10
4103,1829,1
4104,1830,13
4105,1831,14
4106,1832,10
4107,1833,5
4108,1834,2
4109,1835,9
4110,1836,10
4111,1837,14
4112,1839,12
4113,1840,8
4114,1841,8
4115,1842,5
4116,1843,10
4117,1844,11
4118,1845,8
4119,1846,8
4120,1847,6
4121,1848,10
4122,1849,13
4123,1850,4
4124,1851,5
4125,1852,8
4126,1853,8
4127,1854,14
4128,1855,5
4129,1856,10
4130,1857,14
4131,1858,10
4132,1859,10
4133,1860,11
4134,1861,8
4135,1862,1
4136,1863,10
4137,1864,4
4138,1865,14
4139,1866,5
4140,1867,10
4141,1868,4
4142,1869,14
4143,1870,5
4144,1871,5
4145,1872,11
4146,1873,5
4147,1874,10
4148,1875,5
4149,1876,10
4150,1877,8
4151,1878,14
4152,1879,5
4153,1880,5
4154,1881,8
4155,1882,11
4156,1883,14
4157,1884,8
4158,1885,2
4159,1886,8
4160,1887,14
4161,1889,8
4162,1890,5
4163,1891,7
4164,1892,5
4165,1893,4
4166,1894,5
4167,1895,10
4168,1896,8
4169,1897,8
4170,1898,14
4171,1899,10
4172,1900,8
4173,1901,8
4174,1902,4
4175,1903,5
4176,1904,8
4177,1905,8
4178,1906,10
4179,1907,11
4180,1908,5
4181,1909,11
4182,1910,5
4183,1911,5
4184,1912,9
4185,1913,5
4186,1914,14
4187,1915,6
4188,1916,5
4189,1917,8
4190,1918,14
4191,1919,2
4192,1920,14
4193,1921,7
4194,1922,8
4195,1923,8
4196,1924,4
4197,1925,5
4198,1926,8
4199,1927,2
4200,1928,14
4201,1930,11
4202,1931,2
4203,1932,8
4204,1933,10
4205,1934,14
4206,1935,5
4207,1936,8
4208,1937,8
4209,1938,8
4210,1939,5
4211,1940,14
4212,1941,2
4213,1942,5
4214,1943,4
4215,1944,8
4216,1945,4
4217,1946,4
4218,1947,4
4219,1948,10
4220,1949,8
4221,1950,14
4222,1951,8
4223,1952,5
4224,1953,13
4225,1954,8
4226,1955,2
4227,1956,5
4228,1957,14
4229,1958,2
4230,1959,8
4231,1960,8
4232,1961,6
4233,1962,8
4234,1963,12
4235,1965,5
4236,1967,10
4237,1968,14
4238,1969,10
4239,1970,10
4240,1971,14
4241,1972,14
4242,1973,6
4243,1974,13
4244,1975,5
4245,1976,14
4246,1977,14
4247,1978,5
4248,1979,14
4249,1980,2
4250,1981,11
4251,1982,10
4252,1983,2
4253,1984,5
4254,1985,14
4255,1986,11
4256,1987,14
4257,1988,6
4258,1989,11
4259,1990,10
4260,1991,5
4261,1992,8
4262,1993,10
4263,1994,8
4264,1995,8
4265,1996,8
4266,1997,9
4267,1998,5
4268,1999,10
4269,2001,10
4270,2002,5
4271,2003,8
4272,2004,8
4273,2005,8
4274,2006,14
4275,2007,10
4276,2008,5
4277,2009,2
4278,2010,8
4279,2011,1
4280,2012,4
4281,2013,8
4282,2014,10
4283,2015,5
4284,2016,10
4285,2017,10
4286,2018,2
4287,2019,8
4288,2020,5
4289,2022,8
4290,2023,9
4291,2024,10
4292,2026,8
4293,2027,8
4294,2028,8
4295,2029,5
4296,2030,8
4297,2031,9
4298,2032,10
4299,2033,14
4300,2034,5
4301,2036,2
4302,2037,8
4303,2038,14
4304,2039,14
4305,2040,8
4306,2041,2
4307,2042,10
4308,2043,14
4309,2044,7
4310,2045,8
4311,2046,5
4312,2047,13
4313,2048,7
4314,2049,4
4315,2050,8
4316,2051,14
4317,2052,8
4318,2053,14
4319,2054,14
4320,2055,11
4321,2056,8
4322,2057,8
4323,2058,14
4324,2059,5
4325,2060,4
4326,2061,10
4327,2062,10
4328,2063,8
4329,2064,11
4330,2065,8
4331,2066,10
4332,2067,14
4333,2068,6
4334,2069,6
4335,2070,10
4336,2071,13
4337,2072,8
4338,2073,11
4339,2074,8
4340,2075,11
4341,2076,5
4342,2077,2
4343,2078,10
4344,2079,12
4345,2081,6
4346,2082,8
4347,2083,8
4348,2084,10
4349,2085,2
4350,2086,5
4351,2087,8
4352,2088,14
4353,2089,8
4354,2090,8
4355,2091,2
4356,2093,14
4357,2094,8
4358,2095,14
4359,2096,8
4360,2097,12
4361,2098,8
4362,2099,10
4363,2100,11
4364,2101,2
4365,2102,1
4366,2103,8
4367,2104,11
4368,2106,14
4369,2107,10
4370,2108,14
4371,2109,11
4372,2110,4
4373,2111,10
4374,2112,10
4375,2113,1
4376,2114,14
4377,2115,2
4378,2116,8
4379,2117,14
4380,2118,14
4381,2119,14
4382,2120,6
4383,2121,2
4384,2122,5
4385,2123,8
4386,2124,10
4387,2125,14
4388,2126,10
4389,2127,10
4390,2128,4
4391,2129,8
4392,2130,14
4393,2131,5
4394,2132,9
4395,2133,8
4396,2134,2
4397,2135,1
4398,2136,14
4399,2137,5
4400,2138,8
4401,2139,10
4402,2141,10
4403,2142,8
4404,2143,11
4405,2144,7
4406,2145,9
4407,2146,7
4408,2147,14
4409,2148,14
4410,2149,14
4411,2150,14
4412,2151,8
4413,2152,14
4414,2153,14
4415,2154,5
4416,2155,10
4417,2156,14
4418,2157,13
4419,2158,8
4420,2159,5
4421,2160,4
4422,2161,2
4423,2162,10
4424,2163,14
4425,2164,14
4426,2165,14
4427,2166,7
4428,2167,5
4429,2168,2
4430,2169,10
4431,2170,8
4432,2171,5
4433,2172,13
4434,2173,10
4435,2174,10
4436,2176,10
4437,2177,6
4438,2178,9
4439,2179,5
4440,2180,5
4441,2181,11
4442,2182,13
4443,2183,8
4444,2184,6
4445,2185,10
4446,2186,2
4447,2187,11
4448,2188,11
4449,2189,8
4450,2190,11
4451,2191,14
4452,2192,11
4453,2193,6
4454,2194,4
4455,2195,14
4456,2196,6
4457,2197,14
4458,2198,5
4459,2199,6
4460,2200,11
4461,2201,4
4462,2202,11
4463,2204,9
4464,2205,6
4465,2206,5
4466,2207,4
4467,2208,14
4468,2209,11
4469,2210,8
4470,2211,10
4471,2212,11
4472,2213,4
4473,2214,13
4474,2215,7
4475,2216,2
4476,2217,8
4477,2218,5
4478,2219,8
4479,2220,8
4480,2221,10
4481,2222,2
4482,2223,10
4483,2224,10
4484,2225,8
4485,2226,8
4486,2227,4
4487,2228,10
4488,2229,8
4489,2230,5
4490,2231,13
4491,2232,5
4492,2233,10
4493,2234,14
4494,2235,9
4495,2236,11
4496,2237,10
4497,2239,12
4498,2240,10
4499,2241,8
4500,2242,8
4501,2243,5
4502,2244,4
4503,2245,6
4504,2246,13
4505,2247,14
4506,2248,8
4507,2249,7
4508,2250,10
4509,2251,7
4510,2252,9
4511,2253,10
4512,2254,8
4513,2255,14
4514,2256,8
4515,2257,8
4516,2259,8
4517,2260,8
4518,2261,4
4519,2262,11
4520,2263,14
4521,2264,5
4522,2265,8
4523,2266,1
4524,2267,14
4525,2268,10
4526,2269,2
4527,2271,8
4528,2272,14
4529,2273,5
4530,2274,8
4531,2275,4
4532,2276,1
4533,2277,8
4534,2278,5
4535,2279,11
4536,2280,14
4537,2281,14
4538,2282,14
4539,2283,8
4540,2284,8
4541,2285,4
4542,2286,10
4543,2287,8
4544,2288,11
4545,2289,14
4546,2290,7
4547,2291,7
4548,2292,5
4549,2293,5
4550,2294,6
4551,2295,10
4552,2296,8
4553,2297,5
4554,2298,8
4555,2300,5
4556,2301,6
4557,2302,8
4558,2303,8
4559,2304,14
4560,2306,11
4561,2307,10
4562,2308,8
4563,2309,4
4564,2310,14
4565,2311,10
4566,2312,2
4567,2313,6
4568,2314,11
4569,2315,8
4570,2316,8
4571,2317,10
4572,2318,8
4573,2319,5
4574,2320,8
4575,2321,5
4576,2322,13
4577,2323,9
4578,2324,8
4579,2325,5
4580,2326,10
4581,2327,10
4582,2328,5
4583,2329,5
4584,2330,11
4585,2331,14
4586,2332,5
4587,2333,6
4588,2334,11
4589,2335,8
4590,2336,4
4591,2337,5
4592,2338,14
4593,2339,8
4594,2340,5
4595,2341,8
4596,2342,10
4597,2343,14
4598,2344,14
4599,2345,4
4600,2346,10
4601,2347,14
4602,2348,8
4603,2349,11
4604,2350,11
4605,2351,10
4606,1,13
4607,2,2
4608,3,10
4609,4,9
4610,5,5
4611,7,8
4612,8,5
4613,9,8
4614,10,8
4615,11,12
4616,12,11
4617,13,5
4618,14,14
4619,15,8
4620,16,5
4621,18,5
4622,19,8
4623,20,8
4624,21,5
4625,22,10
4626,23,14
4627,24,14
4628,25,14
4629,26,7
4630,27,11
4631,28,5
4632,29,5
4633,30,8
4634,31,12
4635,32,5
4636,33,8
4637,34,8
4638,35,10
4639,36,8
4640,37,14
4641,38,10
4642,39,7
4643,40,8
4644,41,8
4645,42,1
4646,43,5
4647,44,8
4648,45,8
4649,46,11
4650,47,8
4651,48,1
4652,49,10
4653,50,8
4654,51,11
4655,52,7
4656,53,6
4657,54,1
4658,56,14
4659,57,14
4660,58,10
4661,59,2
4662,60,5
4663,62,5
4664,63,2
4665,64,8
4666,65,10
4667,66,8
4668,67,14
4669,68,5
4670,69,8
4671,70,6
4672,71,5
4673,72,7
4674,73,5
4675,74,8
4676,75,14
4677,76,7
4678,77,5
4679,78,8
4680,79,5
4681,80,8
4682,81,5
4683,82,5
4684,83,14
4685,84,5
4686,85,14
4687,86,12
4688,87,8
4689,88,6
4690,89,14
4691,90,8
4692,91,5
4693,92,4
4694,93,1
4695,94,5
4696,96,12
4697,97,8
4698,98,4
4699,99,8
4700,100,10
4701,101,13
4702,102,11
4703,103,6
4704,104,7
4705,105,10
4706,106,4
4707,108,14
4708,109,1
4709,110,11
4710,111,10
4711,112,14
4712,113,5
4713,114,8
4714,115,2
4715,116,14
4716,117,5
4717,118,4
4718,119,8
4719,120,6
4720,121,6
4721,122,14
4722,123,11
4723,124,7
4724,125,4
4725,126,5
4726,127,10
4727,128,10
4728,129,12
4729,130,4
4730,131,8
4731,132,12
4732,133,14
4733,134,8
4734,135,4
4735,136,8
4736,137,8
4737,138,10
4738,139,12
4739,140,7
4740,141,9
4741,142,4
4742,143,10
4743,144,8
4744,145,9
4745,146,14
4746,147,8
4747,148,11
4748,149,6
4749,150,7
4750,151,8
4751,152,8
4752,153,10
4753,154,5
4754,155,8
4755,156,8
4756,157,10
4757,158,8
4758,159,10
4759,160,9
4760,162,7
4761,163,14
4762,164,14
4763,165,13
4764,166,5
4765,167,5
4766,168,9
4767,169,14
4768,170,8
4769,171,10
4770,172,5
4771,173,4
4772,174,8
4773,176,8
4774,177,14
4775,178,5
4776,179,7
4777,180,13
4778,181,14
4779,182,5
4780,183,9
4781,184,8
4782,185,5
4783,186,7
4784,187,14
4785,189,5
4786,190,2
4787,191,11
4788,192,14
4789,193,8
4790,194,8
4791,195,5
4792,196,4
4793,197,5
4794,198,6
4795,199,5
4796,200,8
4797,201,11
4798,202,5
4799,203,5
4800,204,5
4801,205,11
4802,206,2
4803,207,14
4804,208,7
4805,209,6
4806,210,8
4807,211,5
4808,212,4
4809,213,10
4810,214,5
4811,215,13
4812,216,4
4813,217,5
4814,218,8
4815,219,9
4816,220,8
4817,221,11
4818,222,5
4819,223,8
4820,224,2
4821,225,5
4822,226,11
4823,227,5
4824,228,9
4825,229,8
4826,230,8
4827,231,8
4828,232,5
4829,233,11
4830,234,2
4831,235,5
4832,236,14
4833,237,11
4834,238,5
4835,239,14
4836,240,14
4837,241,11
4838,242,9
4839,243,5
4840,244,8
4841,245,5
4842,246,6
4843,247,14
4844,248,10
4845,249,14
4846,251,14
4847,252,14
4848,253,8
4849,254,5
4850,255,9
4851,256,2
4852,257,8
4853,258,14
4854,259,5
4855,260,12
4856,261,5
4857,263,14
4858,264,9
4859,265,8
4860,266,5
4861,267,6
4862,268,8
4863,269,10
4864,270,5
4865,271,5
4866,272,11
4867,273,2
4868,274,9
4869,275,7
4870,276,11
4871,277,10
4872,278,5
4873,279,8
4874,280,8
4875,281,14
4876,282,8
4877,283,14
4878,284,10
4879,285,10
4880,286,14
4881,287,6
4882,288,10
4883,289,12
4884,290,11
4885,291,2
4886,292,5
4887,293,10
4888,294,10
4889,295,12
4890,296,9
4891,297,6
4892,298,2
4893,299,9
4894,300,9
4895,301,5
4896,302,8
4897,303,1
4898,304,14
4899,305,12
4900,306,14
4901,307,5
4902,308,13
4903,309,7
4904,310,8
4905,311,7
4906,312,5
4907,313,9
4908,314,5
4909,315,8
4910,316,6
4911,317,5
4912,318,14
4913,319,5
4914,320,12
4915,321,4
4916,323,8
4917,324,5
4918,325,8
4919,326,14
4920,327,5
4921,328,5
4922,329,8
4923,330,9
4924,331,5
4925,332,5
4926,333,5
4927,335,14
4928,336,5
4929,337,8
4930,338,14
4931,339,2
4932,340,14
4933,341,2
4934,342,5
4935,343,11
4936,344,14
4937,345,7
4938,346,9
4939,347,14
4940,348,7
4941,349,14
4942,350,13
4943,351,4
4944,353,5
4945,354,5
4946,355,14
4947,357,8
4948,358,4
4949,359,8
4950,360,10
4951,362,14
4952,363,9
4953,364,14
4954,366,9
4955,367,14
4956,368,5
4957,369,12
4958,371,10
4959,372,14
4960,373,14
4961,374,9
4962,375,14
4963,376,6
4964,377,10
4965,378,14
4966,380,2
4967,382,14
4968,383,10
4969,384,8
4970,385,10
4971,387,13
4972,389,11
4973,390,11
4974,391,14
4975,392,10
4976,393,14
4977,394,8
4978,395,11
4979,396,5
4980,397,6
4981,398,11
4982,399,1
4983,400,12
4984,401,5
4985,402,14
4986,403,5
4987,404,4
4988,405,14
4989,406,13
4990,407,14
4991,408,8
4992,409,8
4993,411,8
4994,412,6
4995,413,14
4996,415,11
4997,416,5
4998,417,14
4999,418,8
5000,419,11
5001,420,6
5002,421,11
5003,422,14
5004,423,8
5005,425,8
5006,426,11
5007,427,14
5008,429,14
5009,430,6
5010,431,13
5011,432,8
5012,433,12
5013,434,9
5014,435,13
5015,436,4
5016,437,14
5017,438,5
5018,440,8
5019,441,1
5020,442,5
5021,443,5
5022,444,4
5023,445,6
5024,446,11
5025,447,10
5026,448,4
5027,449,10
5028,450,14
5029,451,9
5030,452,5
5031,453,5
5032,454,4
5033,455,6
5034,457,13
5035,458,10
5036,459,10
5037,460,14
5038,461,14
5039,462,8
5040,463,11
5041,464,4
5042,465,8
5043,466,5
5044,467,5
5045,468,9
5046,469,4
5047,470,14
5048,471,8
5049,472,10
5050,473,14
5051,474,10
5052,475,10
5053,476,6
5054,477,5
5055,478,8
5056,479,10
5057,480,10
5058,481,14
5059,482,8
5060,483,11
5061,484,2
5062,485,8
5063,486,6
5064,487,8
5065,488,8
5066,489,8
5067,490,5
5068,491,8
5069,492,8
5070,493,10
5071,494,5
5072,495,5
5073,496,10
5074,497,11
5075,498,8
5076,499,10
5077,500,10
5078,501,5
5079,502,8
5080,503,5
5081,504,2
5082,505,4
5083,506,11
5084,508,10
5085,509,8
5086,510,5
5087,511,8
5088,512,8
5089,513,5
5090,514,5
5091,515,14
5092,516,1
5093,517,14
5094,518,8
5095,519,4
5096,520,6
5097,521,10
5098,522,10
5099,523,14
5100,524,14
5101,526,8
5102,527,8
5103,528,7
5104,529,8
5105,530,5
5106,531,5
5107,533,5
5108,534,12
5109,535,4
5110,536,4
5111,537,8
5112,539,4
5113,540,6
5114,541,14
5115,542,7
5116,543,5
5117,544,4
5118,545,5
5119,546,8
5120,547,5
5121,548,8
5122,549,4
5123,550,14
5124,551,8
5125,552,12
5126,553,14
5127,554,5
5128,555,10
5129,556,10
5130,557,6
5131,558,6
5132,559,10
5133,560,2
5134,561,14
5135,562,8
5136,564,10
5137,565,10
5138,566,9
5139,567,4
5140,568,13
5141,569,11
5142,570,5
5143,571,11
5144,572,5
5145,573,7
5146,574,10
5147,575,13
5148,576,5
5149,577,8
5150,578,11
5151,579,14
5152,580,5
5153,581,5
5154,582,9
5155,583,5
5156,584,5
5157,585,5
5158,586,8
5159,587,8
5160,588,8
5161,589,9
5162,590,12
5163,591,5
5164,592,5
5165,593,5
5166,594,6
5167,595,12
5168,596,5
5169,597,11
5170,598,5
5171,599,8
5172,600,9
5173,601,8
5174,602,14
5175,603,14
5176,604,8
5177,605,14
5178,606,11
5179,607,11
5180,608,9
5181,609,14
5182,610,8
5183,611,2
5184,612,14
5185,613,10
5186,615,5
5187,616,5
5188,617,11
5189,618,5
5190,619,5
5191,620,6
5192,621,5
5193,622,5
5194,623,14
5195,624,10
5196,626,8
5197,627,1
5198,628,5
5199,629,8
5200,630,13
5201,631,5
5202,632,14
5203,633,14
5204,634,14
5205,635,10
5206,636,14
5207,637,10
5208,638,5
5209,639,8
5210,640,5
5211,641,5
5212,642,14
5213,644,8
5214,645,8
5215,646,14
5216,647,8
5217,648,5
5218,649,11
5219,650,2
5220,651,11
5221,652,5
5222,653,11
5223,654,4
5224,655,7
5225,656,13
5226,657,5
5227,658,5
5228,659,10
5229,660,5
5230,661,8
5231,663,11
5232,664,12
5233,665,7
5234,666,10
5235,667,8
5236,668,6
5237,670,12
5238,671,4
5239,672,14
5240,673,8
5241,674,2
5242,675,11
5243,676,6
5244,677,10
5245,678,5
5246,679,14
5247,680,13
5248,681,10
5249,682,11
5250,683,10
5251,684,8
5252,685,8
5253,686,6
5254,687,14
5255,688,9
5256,689,6
5257,690,8
5258,691,12
5259,692,11
5260,693,5
5261,694,11
5262,695,10
5263,696,10
5264,697,4
5265,699,13
5266,700,13
5267,701,14
5268,703,5
5269,704,10
5270,705,12
5271,706,12
5272,707,4
5273,708,5
5274,709,10
5275,710,4
5276,711,5
5277,712,14
5278,713,2
5279,714,8
5280,715,4
5281,716,8
5282,717,14
5283,718,5
5284,719,14
5285,720,7
5286,721,9
5287,722,8
5288,723,14
5289,724,2
5290,725,11
5291,726,13
5292,727,12
5293,728,5
5294,729,10
5295,730,4
5296,731,8
5297,732,9
5298,733,10
5299,734,5
5300,735,9
5301,736,9
5302,737,14
5303,738,1
5304,739,9
5305,740,10
5306,741,10
5307,742,14
5308,743,14
5309,744,10
5310,745,14
5311,746,6
5312,747,9
5313,748,14
5314,749,8
5315,750,10
5316,751,14
5317,752,8
5318,753,9
5319,754,2
5320,755,12
5321,756,6
5322,757,13
5323,758,5
5324,759,14
5325,760,6
5326,761,5
5327,762,5
5328,763,8
5329,764,5
5330,765,8
5331,766,6
5332,767,11
5333,768,8
5334,770,11
5335,771,5
5336,773,4
5337,774,13
5338,775,14
5339,776,8
5340,777,5
5341,778,5
5342,779,8
5343,780,9
5344,781,1
5345,782,5
5346,783,11
5347,784,2
5348,785,10
5349,786,2
5350,787,14
5351,788,10
5352,789,2
5353,791,5
5354,792,9
5355,793,8
5356,794,5
5357,795,10
5358,796,9
5359,797,5
5360,798,10
5361,799,14
5362,800,5
5363,801,2
5364,802,2
5365,803,1
5366,804,5
5367,805,6
5368,806,13
5369,807,11
5370,808,10
5371,809,6
5372,810,5
5373,811,11
5374,812,6
5375,813,2
5376,814,8
5377,815,10
5378,816,8
5379,817,6
5380,818,2
5381,820,14
5382,821,2
5383,822,10
5384,823,8
5385,824,14
5386,825,8
5387,826,5
5388,827,5
5389,828,5
5390,829,5
5391,830,8
5392,831,14
5393,833,11
5394,834,5
5395,835,2
5396,836,5
5397,837,6
5398,838,8
5399,839,5
5400,840,11
5401,841,4
5402,842,2
5403,843,5
5404,844,14
5405,845,14
5406,846,6
5407,847,10
5408,848,14
5409,849,8
5410,850,14
5411,851,2
5412,852,5
5413,853,11
5414,854,5
5415,855,6
5416,856,4
5417,857,14
5418,858,10
5419,859,14
5420,860,5
5421,861,11
5422,862,4
5423,863,8
5424,864,10
5425,865,14
5426,866,6
5427,867,10
5428,868,9
5429,869,4
5430,870,10
5431,871,11
5432,872,5
5433,873,5
5434,874,5
5435,875,9
5436,876,8
5437,877,8
5438,878,8
5439,880,8
5440,881,11
5441,882,8
5442,883,14
5443,884,14
5444,885,14
5445,886,1
5446,887,2
5447,888,4
5448,889,12
5449,890,5
5450,891,5
5451,892,6
5452,893,5
5453,894,14
5454,896,11
5455,897,1
5456,898,14
5457,899,4
5458,900,5
5459,901,9
5460,902,9
5461,903,8
5462,904,2
5463,905,5
5464,906,5
5465,907,2
5466,909,5
5467,910,5
5468,911,5
5469,912,8
5470,913,13
5471,914,4
5472,915,10
5473,916,11
5474,917,8
5475,918,5
5476,919,14
5477,920,12
5478,922,5
5479,923,5
5480,924,11
5481,925,12
5482,926,7
5483,927,9
5484,928,7
5485,929,5
5486,930,14
5487,931,5
5488,932,8
5489,933,10
5490,934,4
5491,935,10
5492,936,10
5493,937,11
5494,938,10
5495,939,14
5496,940,10
5497,941,4
5498,942,14
5499,943,6
5500,944,5
5501,945,6
5502,946,2
5503,947,8
5504,948,1
5505,949,2
5506,950,10
5507,951,4
5508,952,12
5509,953,11
5510,954,10
5511,955,8
5512,956,14
5513,957,5
5514,958,8
5515,959,4
5516,960,6
5517,961,14
5518,962,4
5519,963,11
5520,964,10
5521,966,11
5522,967,8
5523,968,8
5524,969,8
5525,970,14
5526,971,2
5527,972,8
5528,973,8
5529,974,8
5530,975,11
5531,976,9
5532,977,5
5533,978,7
5534,979,12
5535,980,14
5536,981,13
5537,982,8
5538,983,8
5539,984,11
5540,985,10
5541,986,14
5542,987,14
5543,988,8
5544,989,13
5545,990,2
5546,991,4
5547,992,14
5548,993,6
5549,994,14
5550,995,8
5551,996,10
5552,997,9
5553,998,10
5554,999,5
5555,1000,2
5556,1001,1
5557,1002,5
5558,1003,8
5559,1004,12
5560,1005,4
5561,1006,4
5562,1007,10
5563,1008,7
5564,1009,8
5565,1010,5
5566,1011,5
5567,1012,10
5568,1013,5
5569,1014,2
5570,1015,8
5571,1016,6
5572,1017,2
5573,1018,7
5574,1019,14
5575,1020,8
5576,1021,5
5577,1022,14
5578,1023,8
5579,1024,14
5580,1025,5
5581,1026,5
5582,1027,11
5583,1028,6
5584,1029,14
5585,1030,11
5586,1031,8
5587,1032,10
5588,1033,2
5589,1034,4
5590,1035,8
5591,1036,10
5592,1037,4
5593,1038,10
5594,1039,5
5595,1040,2
5596,1041,8
5597,1042,8
5598,1043,14
5599,1044,10
5600,1045,6
5601,1046,8
5602,1047,11
5603,1048,8
5604,1049,9
5605,1050,9
5606,1051,14
5607,1053,14
5608,1054,1
5609,1055,13
5610,1056,8
5611,1057,2
5612,1058,12
5613,1059,8
5614,1060,14
5615,1061,5
5616,1062,5
5617,1063,8
5618,1064,9
5619,1065,4
5620,1066,5
5621,1067,5
5622,1068,10
5623,1070,10
5624,1071,10
5625,1072,14
5626,1073,11
5627,1074,8
5628,1075,2
5629,1076,5
5630,1077,8
5631,1078,6
5632,1079,6
5633,1080,9
5634,1081,6
5635,1082,5
5636,1083,2
5637,1084,8
5638,1085,2
5639,1086,10
5640,1087,13
5641,1088,10
5642,1089,2
5643,1090,14
5644,1091,10
5645,1092,6
5646,1093,2
5647,1094,8
5648,1095,10
5649,1096,14
5650,1097,4
5651,1098,8
5652,1099,10
5653,1100,5
5654,1101,4
5655,1102,7
5656,1103,8
5657,1104,2
5658,1105,5
5659,1106,14
5660,1107,14
5661,1108,4
5662,1109,4
5663,1110,1
5664,1111,9
5665,1113,2
5666,1114,1
5667,1115,4
5668,1116,2
5669,1117,14
5670,1118,8
5671,1119,14
5672,1120,8
5673,1121,10
5674,1122,8
5675,1123,11
5676,1124,5
5677,1125,8
5678,1126,8
5679,1127,13
5680,1128,10
5681,1129,12
5682,1130,2
5683,1131,14
5684,1132,5
5685,1133,5
5686,1134,10
5687,1135,7
5688,1136,5
5689,1137,2
5690,1138,9
5691,1139,10
5692,1140,5
5693,1141,7
5694,1142,14
5695,1143,5
5696,1144,10
5697,1145,5
5698,1146,4
5699,1147,14
5700,1148,2
5701,1149,5
5702,1150,14
5703,1151,4
5704,1152,7
5705,1153,5
5706,1154,14
5707,1155,10
5708,1156,14
5709,1157,10
5710,1158,5
5711,1159,5
5712,1160,4
5713,1162,4
5714,1163,5
5715,1164,8
5716,1165,14
5717,1166,5
5718,1167,14
5719,1168,7
5720,1169,8
5721,1170,8
5722,1171,5
5723,1172,8
5724,1173,5
5725,1174,5
5726,1175,9
5727,1176,14
5728,1177,14
5729,1178,1
5730,1179,8
